Parallel,2.87239095008,0.110203072643,0.0400605742917,0.017575060473,0.0232571427312,0.102560470704,0.0847583341351,0.060456688224,0.00350060177238,0.0333118898457,0.0193685151726,0.0296748710412,0.0171872373836,0.0022358182415,0.0169530327072,0.0546725956809,0.0425469319943,0.0397215458025,0.0198766589632,0.0100520300626,0.0747167928911,0.000555410476056,0.0656531927864,0.0711650446485,0.00125236377414,0.0586841235543,AAPL,AXP,BA,CAT,CRM,CSCO,DIS,DOW,GS,HD,HON,IBM,INTC,JPM,MCD,MMM,MRK,MSFT,NKE,PG,UNH,V,VZ,WBA,WMT,2577.61983085
Parallel,3.01592073976,0.10092720913,0.0198823952227,0.0600665150264,0.0720585848953,0.0832337497945,0.010257395934,0.0825310101469,0.0559603534957,0.100287284606,0.00768849079685,0.00378892057101,0.00338064567328,0.00491641833963,0.0542997240936,0.0337042799209,0.0146081646728,0.0119965420605,0.0119387736448,0.0963451274984,0.00819520279264,0.00393985085284,0.0727125207143,0.00422558438815,0.0039804760374,0.0790747796916,AAPL,BA,CAT,CRM,CSCO,CVX,DIS,HD,HON,IBM,INTC,JNJ,JPM,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT,2454.41380191
Parallel,2.91579767924,0.0594674244097,0.0608921460386,0.0509481967359,0.0854594224937,0.0698917136088,0.0206051339135,0.062515186615,0.00215376582809,0.000400490003546,0.0617804714031,0.0372885750145,0.0261885853871,0.0015027421583,0.0264475868817,0.0227677229581,0.00266060049745,0.0122675603583,0.0201770600074,0.00528503254636,0.0764273694459,0.030971873863,0.105165340666,0.0400386767422,0.0152484471502,0.103448875274,AAPL,AXP,BA,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JPM,KO,MCD,MMM,MSFT,PG,TRV,UNH,V,VZ,WBA,WMT,2424.50591087
Parallel,2.96068225503,0.0391640407384,0.00312876894379,0.0332453635496,0.00492991758348,0.00997963695472,0.0598913278983,0.0758319629493,0.000360672069805,0.0784507357922,0.0850063138329,0.0982360362148,0.0127380015029,0.00407640252497,0.0329523252826,0.00412738418462,0.0942408100496,0.0312440214976,0.00376447582784,0.00582120820538,0.049552716351,0.00579594820041,0.0521083459579,0.0624961118819,0.0459777924913,0.106879679515,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,HD,HON,IBM,INTC,JNJ,JPM,MCD,MMM,MRK,MSFT,NKE,PG,TRV,V,VZ,WMT,2415.49952817
Parallel,2.90547544897,0.0996077220718,0.00411447649088,0.106549782434,0.080812819427,0.0177508488582,0.0394800899494,0.000335516622097,0.00829430718794,0.00662225298626,0.0825200094021,0.012529976032,0.0266044366359,0.0292520638179,0.0492994586507,0.0169732596086,0.00251421009904,0.0212514874767,0.0740529061964,0.0152442598999,0.0218099341224,0.034033916289,0.110962814985,0.0117688044394,0.0237111241234,0.103903522194,AAPL,BA,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,V,VZ,WBA,WMT,2412.89869404
Sequential,2.88752544119,0.0860957364286,0.00600267115934,0.0318962945847,0.00140509576765,0.0708414480144,0.0360581235974,0.085716901023,0.00397543127119,0.0835807374914,0.0106047874375,0.0196157869092,0.070424512415,0.0555291103333,0.000849284641843,0.0165013885205,0.0307985344058,0.0270787277603,0.0089415902881,0.0229665538124,0.0898521775749,0.0663894715984,0.0104718914658,0.073261041823,0.0143881820759,0.0767545196004,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,IBM,JNJ,JPM,KO,MCD,MSFT,NKE,PG,TRV,UNH,V,VZ,WMT,12024.6582279
Sequential,2.84231011234,0.0921043852291,0.00832934573247,0.0218751023948,0.0347112837523,0.0487823412189,0.0730593111247,0.0672834712053,0.00594731842109,0.0641283420071,0.00384293402741,0.0159648213425,0.0418471032841,0.0314891032841,0.0221349021348,0.0493847310471,0.0274831748392,0.0027184930271,0.0183710591823,0.0332817328471,0.0594817204813,0.0293847123841,0.0723841023482,0.0602847102394,0.0158471092834,0.0748273094721,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,JNJ,JPM,MCD,MRK,MSFT,NKE,PG,TRV,V,VZ,WMT,12345.23847123
Sequential,2.96123847101,0.0783012493847,0.0267384019238,0.0572183741938,0.0192834710293,0.0384710923847,0.0812384710923,0.0392384710923,0.006129384712,0.0739487123841,0.0113847123841,0.0139487123841,0.0303847123841,0.0123948712384,0.0519384712039,0.0183847123841,0.0221838471203,0.0149384712038,0.0259384712038,0.0231838471203,0.0549838471203,0.0412384712038,0.0649384712038,0.0563948712038,0.0304838471203,0.0893847123481,AAPL,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PG,TRV,V,VZ,WBA,12105.38471238
Sequential,2.89385719384,0.0832710283471,0.0338471293847,0.0119283471023,0.0051283471023,0.0649384710293,0.0283741092384,0.0583741092834,0.0093847123481,0.0492834710293,0.0149384710293,0.0372384710293,0.0593847102834,0.0032847102834,0.0451283471023,0.0293847102834,0.0319284710293,0.0383741092834,0.0173847120384,0.0093847102834,0.0442847102834,0.0273847102834,0.0738471023841,0.0623847123841,0.0143847120384,0.0812847123841,AAPL,AXP,BA,CAT,CRM,CSCO,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MRK,MSFT,NKE,PG,TRV,V,VZ,WMT,11984.10238412
Sequential,2.97710493827,0.0941823740193,0.0051740912837,0.0438273419203,0.0249384719203,0.0193847102834,0.0373847102834,0.0763847102834,0.0073847102834,0.0813847102834,0.0049384719203,0.0213847102834,0.0473847102834,0.0193847102834,0.0363847102834,0.0349384719203,0.0063847102834,0.0383847102834,0.0413847102834,0.0129384719203,0.0273847102834,0.0353847102834,0.0673847102834,0.0713847102834,0.0139384719203,0.0733847102834,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,DOW,GS,HD,HON,IBM,JNJ,JPM,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,11874.29384712
